,Invoice ID,Branch,Yangon,Naypyitaw,Mandalay,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Rating
247,604-70-6476,A,1,0,0,Member,Male,Fashion accessories,17.94,5,4.485,94.185,2019-01-23,14:04,Ewallet,6.8
248,799-71-1548,A,1,0,0,Member,Male,Electronic accessories,77.72,4,15.544,326.424,2019-01-07,16:11,Credit card,8.8
249,785-13-7708,B,0,0,1,Normal,Male,Food and beverages,73.06,7,25.571,536.991,2019-01-14,19:06,Credit card,4.2
250,845-51-0542,B,0,0,1,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,2019-02-02,15:34,Ewallet,6.4
251,662-47-5456,C,0,1,0,Member,Male,Fashion accessories,35.19,10,17.595,369.495,2019-03-17,19:06,Credit card,8.4
252,883-17-4236,C,0,1,0,Normal,Female,Sports and travel,14.39,2,1.439,30.219,2019-03-02,19:44,Credit card,7.2
253,290-68-2984,A,1,0,0,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,2019-03-16,11:22,Cash,5.2
254,704-11-6354,A,1,0,0,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,2019-01-06,11:23,Cash,8.9
255,110-48-7033,B,0,0,1,Member,Male,Fashion accessories,32.62,4,6.524,137.004,2019-01-29,14:12,Cash,9.0
256,366-93-0948,A,1,0,0,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,2019-01-31,10:46,Credit card,9.7
257,729-09-9681,A,1,0,0,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,2019-02-05,10:16,Ewallet,8.7
258,151-16-1484,A,1,0,0,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2019-02-13,12:38,Ewallet,6.5
259,380-94-4661,C,0,1,0,Member,Male,Electronic accessories,65.94,4,13.188,276.948,2019-02-07,13:05,Credit card,6.9
260,850-41-9669,A,1,0,0,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,2019-03-19,13:25,Ewallet,6.2
261,821-07-3596,C,0,1,0,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,2019-03-07,14:53,Ewallet,5.6
262,655-85-5130,B,0,0,1,Member,Female,Fashion accessories,38.3,4,7.66,160.86,2019-03-13,19:22,Cash,5.7
263,447-15-7839,A,1,0,0,Member,Female,Sports and travel,22.24,10,11.12,233.52,2019-02-09,11:00,Cash,4.2
264,154-74-7179,B,0,0,1,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,2019-02-26,19:24,Ewallet,7.9
265,253-12-6086,A,1,0,0,Member,Female,Sports and travel,98.4,7,34.44,723.24,2019-03-12,12:43,Credit card,8.7
266,808-65-0703,C,0,1,0,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,2019-03-14,17:22,Credit card,6.9
267,571-94-0759,B,0,0,1,Member,Female,Food and beverages,74.6,10,37.3,783.3,2019-01-08,20:55,Cash,9.5
268,144-51-6085,A,1,0,0,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,2019-01-05,16:05,Credit card,4.4
269,731-14-2199,A,1,0,0,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,2019-01-04,13:34,Ewallet,7.0
270,783-09-1637,B,0,0,1,Normal,Female,Sports and travel,67.43,5,16.8575,354.0075,2019-03-06,18:13,Ewallet,6.3
271,687-15-1097,C,0,1,0,Member,Female,Health and beauty,21.12,2,2.112,44.352,2019-01-03,19:17,Cash,9.7
272,126-54-1082,A,1,0,0,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,2019-01-07,11:44,Credit card,8.8
273,633-91-1052,A,1,0,0,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,2019-01-27,15:51,Cash,5.1
274,477-24-6490,B,0,0,1,Normal,Female,Health and beauty,99.71,6,29.913,628.173,2019-02-26,16:52,Ewallet,7.9
275,566-19-5475,B,0,0,1,Normal,Male,Fashion accessories,47.97,7,16.7895,352.5795,2019-01-07,20:52,Cash,6.2
276,526-86-8552,C,0,1,0,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,2019-01-07,17:36,Cash,7.1
277,376-56-3573,C,0,1,0,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,2019-02-02,13:23,Ewallet,6.4
278,537-72-0426,C,0,1,0,Member,Male,Fashion accessories,70.99,10,35.495,745.395,2019-03-20,16:28,Cash,5.7
279,828-61-5674,A,1,0,0,Member,Male,Sports and travel,44.02,10,22.01,462.21,2019-03-20,19:57,Credit card,9.6
280,136-08-6195,A,1,0,0,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,2019-02-15,17:01,Credit card,6.4
281,523-38-0215,C,0,1,0,Normal,Male,Home and lifestyle,37.0,1,1.85,38.85,2019-03-06,13:29,Credit card,7.9
282,490-29-1201,A,1,0,0,Normal,Female,Sports and travel,15.34,1,0.767,16.107,2019-01-06,11:09,Cash,6.5
283,667-92-0055,A,1,0,0,Member,Male,Health and beauty,99.83,6,29.949,628.929,2019-03-04,15:02,Ewallet,8.5
284,565-17-3836,A,1,0,0,Member,Female,Health and beauty,47.67,4,9.534,200.214,2019-03-12,14:21,Cash,9.1
285,498-41-1961,B,0,0,1,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2019-02-20,18:01,Cash,7.6
286,593-95-4461,C,0,1,0,Member,Male,Home and lifestyle,74.86,1,3.743,78.603,2019-03-24,14:49,Cash,6.9
287,226-71-3580,C,0,1,0,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,2019-01-31,12:02,Cash,9.5
288,283-79-9594,B,0,0,1,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,2019-01-25,13:30,Credit card,5.2
289,430-60-3493,A,1,0,0,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,2019-02-03,14:38,Cash,4.2
290,139-20-0155,B,0,0,1,Member,Male,Electronic accessories,40.3,10,20.15,423.15,2019-01-24,17:37,Credit card,7.0
291,558-80-4082,C,0,1,0,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,2019-03-14,17:20,Ewallet,6.0
292,278-97-7759,A,1,0,0,Member,Female,Electronic accessories,62.48,1,3.124,65.604,2019-02-18,20:29,Cash,4.7
293,316-68-6352,A,1,0,0,Member,Female,Food and beverages,36.36,2,3.636,76.356,2019-01-21,10:00,Cash,7.1
294,585-03-5943,B,0,0,1,Normal,Male,Health and beauty,18.11,10,9.055,190.155,2019-03-13,11:46,Ewallet,5.9
295,211-05-0490,C,0,1,0,Member,Female,Electronic accessories,51.92,5,12.98,272.58,2019-03-03,13:42,Cash,7.5
296,727-75-6477,C,0,1,0,Normal,Male,Electronic accessories,28.84,4,5.768,121.128,2019-03-29,14:44,Cash,6.4
297,744-02-5987,A,1,0,0,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,2019-01-10,14:16,Ewallet,5.8
298,307-83-9164,A,1,0,0,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,2019-01-25,15:54,Cash,4.5
299,779-06-0012,C,0,1,0,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,2019-01-19,10:21,Cash,7.7
300,446-47-6729,C,0,1,0,Normal,Male,Fashion accessories,99.82,2,9.982,209.622,2019-01-02,18:09,Credit card,6.7
301,573-10-3877,B,0,0,1,Member,Male,Health and beauty,39.01,1,1.9505,40.9605,2019-03-12,16:46,Credit card,4.7
302,735-06-4124,C,0,1,0,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,2019-02-25,15:31,Cash,4.4
303,439-54-7422,A,1,0,0,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,2019-03-18,17:15,Credit card,4.7
304,396-90-2219,B,0,0,1,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,2019-02-23,12:29,Cash,8.6
305,411-77-0180,A,1,0,0,Member,Male,Electronic accessories,72.2,7,25.27,530.67,2019-03-26,20:14,Ewallet,4.3
306,286-01-5402,A,1,0,0,Normal,Female,Sports and travel,40.23,7,14.0805,295.6905,2019-03-30,13:22,Cash,9.6
307,803-17-8013,A,1,0,0,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,2019-02-17,17:09,Cash,4.1
308,512-98-1403,A,1,0,0,Member,Female,Electronic accessories,26.48,3,3.972,83.412,2019-03-21,10:40,Ewallet,4.7
309,848-42-2560,A,1,0,0,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,2019-03-05,17:43,Cash,7.8
310,532-59-7201,B,0,0,1,Member,Male,Sports and travel,79.93,6,23.979,503.559,2019-01-31,14:04,Cash,5.5
311,181-94-6432,C,0,1,0,Member,Male,Fashion accessories,69.33,2,6.933,145.593,2019-02-05,19:05,Ewallet,9.7
312,870-76-1733,A,1,0,0,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,2019-02-01,10:08,Credit card,4.4
313,423-64-4619,A,1,0,0,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,2019-03-07,13:12,Cash,5.0
314,227-07-4446,C,0,1,0,Member,Female,Electronic accessories,78.13,10,39.065,820.365,2019-02-10,20:51,Cash,4.4
315,174-36-3675,C,0,1,0,Member,Male,Food and beverages,99.37,2,9.937,208.677,2019-02-14,17:29,Cash,5.2
316,428-83-5800,C,0,1,0,Member,Female,Food and beverages,21.08,3,3.162,66.402,2019-02-09,10:25,Cash,7.3
317,603-07-0961,C,0,1,0,Member,Male,Electronic accessories,74.79,5,18.6975,392.6475,2019-01-10,11:34,Cash,4.9
318,704-20-4138,C,0,1,0,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,2019-03-11,18:58,Credit card,8.1
319,787-15-1757,C,0,1,0,Member,Male,Health and beauty,44.07,4,8.814,185.094,2019-02-18,16:28,Ewallet,8.4
320,649-11-3678,C,0,1,0,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,2019-02-26,20:26,Cash,5.5
321,622-20-1945,C,0,1,0,Normal,Female,Health and beauty,39.42,1,1.971,41.391,2019-01-18,15:08,Cash,8.4
322,372-94-8041,A,1,0,0,Normal,Male,Health and beauty,15.26,6,4.578,96.138,2019-02-15,18:03,Ewallet,9.8
323,563-91-7120,A,1,0,0,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,2019-03-08,13:21,Cash,6.7
324,746-54-5508,A,1,0,0,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,2019-01-17,12:48,Credit card,9.4
325,276-54-0879,B,0,0,1,Normal,Male,Sports and travel,97.74,4,19.548,410.508,2019-03-12,19:53,Ewallet,6.4
326,815-11-1168,A,1,0,0,Member,Male,Food and beverages,99.78,5,24.945,523.845,2019-03-09,19:09,Cash,5.4
327,719-76-3868,C,0,1,0,Member,Male,Food and beverages,94.26,4,18.852,395.892,2019-03-12,16:30,Cash,8.6
328,730-61-8757,B,0,0,1,Member,Male,Health and beauty,51.13,4,10.226,214.746,2019-01-25,10:11,Credit card,4.0
329,340-66-0321,A,1,0,0,Member,Male,Electronic accessories,36.36,4,7.272,152.712,2019-03-25,13:07,Cash,7.6
330,868-81-1752,B,0,0,1,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,2019-02-07,18:48,Cash,6.8
331,634-97-8956,A,1,0,0,Normal,Male,Food and beverages,32.9,3,4.935,103.635,2019-02-17,17:27,Credit card,9.1
332,566-71-1091,A,1,0,0,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,2019-02-03,15:59,Cash,5.5
333,442-48-3607,A,1,0,0,Member,Male,Food and beverages,23.48,2,2.348,49.308,2019-03-14,11:21,Credit card,7.9
334,835-16-0096,C,0,1,0,Member,Male,Sports and travel,14.7,5,3.675,77.175,2019-03-24,13:48,Ewallet,8.5
335,527-09-6272,A,1,0,0,Member,Female,Electronic accessories,28.45,5,7.1125,149.3625,2019-03-21,10:17,Credit card,9.1
336,898-04-2717,A,1,0,0,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,2019-03-19,15:49,Ewallet,7.5
337,692-27-8933,B,0,0,1,Normal,Female,Sports and travel,57.95,6,17.385,365.085,2019-02-24,13:02,Cash,5.2
338,633-09-3463,C,0,1,0,Normal,Female,Electronic accessories,47.65,3,7.1475,150.0975,2019-03-28,12:58,Credit card,9.5
339,374-17-3652,B,0,0,1,Member,Female,Food and beverages,42.82,9,19.269,404.649,2019-02-05,15:26,Credit card,8.9
340,378-07-7001,B,0,0,1,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,2019-02-10,18:23,Credit card,7.8
341,433-75-6987,B,0,0,1,Member,Female,Health and beauty,55.97,7,19.5895,411.3795,2019-03-05,19:06,Ewallet,8.9
342,873-95-4984,B,0,0,1,Member,Female,Health and beauty,76.9,7,26.915,565.215,2019-02-15,20:21,Cash,7.7
343,416-13-5917,C,0,1,0,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,2019-01-30,16:24,Ewallet,9.3
344,150-89-8043,A,1,0,0,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,2019-02-14,15:04,Cash,6.2
345,135-84-8019,A,1,0,0,Normal,Female,Fashion accessories,77.93,9,35.0685,736.4385,2019-02-27,16:10,Ewallet,7.6
346,441-94-7118,A,1,0,0,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,2019-02-04,12:14,Cash,7.3
347,725-96-3778,C,0,1,0,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,2019-01-20,10:13,Cash,4.7
348,531-80-1784,A,1,0,0,Normal,Male,Electronic accessories,26.02,7,9.107,191.247,2019-03-28,17:38,Cash,5.1
349,400-45-1220,B,0,0,1,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2019-02-27,11:06,Credit card,4.8
351,834-61-8124,A,1,0,0,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,2019-01-26,18:22,Cash,5.5
352,115-99-4379,B,0,0,1,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,2019-03-14,19:02,Credit card,8.5
353,565-67-6697,B,0,0,1,Member,Male,Home and lifestyle,27.0,9,12.15,255.15,2019-03-02,14:16,Cash,4.8
354,320-49-6392,C,0,1,0,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,2019-03-04,15:44,Cash,8.4
355,889-04-9723,B,0,0,1,Member,Female,Food and beverages,89.14,4,17.828,374.388,2019-01-07,12:20,Credit card,7.8
356,632-90-0281,C,0,1,0,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,2019-03-08,20:01,Credit card,9.3
358,453-63-6187,B,0,0,1,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,2019-03-01,15:40,Ewallet,6.5
359,578-80-7669,B,0,0,1,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,2019-03-16,16:58,Cash,5.6
360,612-36-5536,A,1,0,0,Member,Male,Food and beverages,80.96,8,32.384,680.064,2019-02-17,11:12,Credit card,7.4
361,605-72-4132,C,0,1,0,Normal,Female,Food and beverages,94.47,8,37.788,793.548,2019-02-27,15:12,Cash,9.1
362,471-41-2823,C,0,1,0,Normal,Male,Food and beverages,99.79,2,9.979,209.559,2019-03-07,20:37,Ewallet,8.0
363,462-67-9126,A,1,0,0,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,2019-01-21,17:44,Cash,7.2
364,272-27-9238,C,0,1,0,Normal,Female,Food and beverages,41.24,4,8.248,173.208,2019-02-19,16:23,Cash,7.1
365,834-25-9262,C,0,1,0,Normal,Female,Fashion accessories,81.68,4,16.336,343.056,2019-01-06,12:12,Cash,9.1
366,122-61-9553,C,0,1,0,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,2019-03-14,19:33,Cash,5.6
367,468-88-0009,A,1,0,0,Member,Male,Home and lifestyle,65.94,4,13.188,276.948,2019-03-24,10:29,Cash,6.0
368,613-59-9758,C,0,1,0,Normal,Female,Sports and travel,14.36,10,7.18,150.78,2019-01-27,14:28,Cash,5.4
369,254-31-0042,A,1,0,0,Member,Male,Electronic accessories,21.5,9,9.675,203.175,2019-03-06,12:46,Credit card,7.8
370,201-86-2184,B,0,0,1,Member,Female,Electronic accessories,26.26,7,9.191,193.011,2019-02-02,19:40,Cash,9.9
371,261-12-8671,B,0,0,1,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,2019-01-25,19:39,Credit card,4.9
372,730-70-9830,C,0,1,0,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,2019-03-14,17:54,Ewallet,5.2
373,382-25-8917,C,0,1,0,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,2019-01-29,12:25,Cash,8.9
374,422-29-8786,A,1,0,0,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,2019-01-03,16:47,Credit card,9.1
375,667-23-5919,A,1,0,0,Member,Female,Fashion accessories,96.7,5,24.175,507.675,2019-01-14,12:52,Ewallet,7.0
376,843-01-4703,B,0,0,1,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,2019-01-05,19:50,Credit card,9.6
377,743-88-1662,C,0,1,0,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,2019-02-22,18:17,Ewallet,8.7
378,595-86-2894,C,0,1,0,Member,Male,Fashion accessories,96.98,4,19.396,407.316,2019-02-06,17:20,Ewallet,9.4
379,182-69-8360,B,0,0,1,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,2019-01-30,13:32,Credit card,4.0
380,289-15-7034,A,1,0,0,Member,Male,Sports and travel,82.33,4,16.466,345.786,2019-01-11,10:37,Credit card,7.5
381,462-78-5240,C,0,1,0,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,2019-03-19,14:35,Cash,4.2
382,868-52-7573,B,0,0,1,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,2019-01-14,12:09,Cash,9.9
383,153-58-4872,C,0,1,0,Member,Female,Food and beverages,74.89,4,14.978,314.538,2019-03-01,15:32,Ewallet,4.2
384,662-72-2873,A,1,0,0,Normal,Female,Food and beverages,40.94,5,10.235,214.935,2019-01-06,13:58,Ewallet,9.9
385,525-88-7307,B,0,0,1,Member,Male,Sports and travel,75.82,1,3.791,79.611,2019-01-31,13:19,Cash,5.8
386,689-16-9784,C,0,1,0,Normal,Male,Food and beverages,46.77,6,14.031,294.651,2019-03-11,13:37,Cash,6.0
387,725-56-0833,A,1,0,0,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2019-02-20,16:49,Credit card,10.0
388,394-41-0748,C,0,1,0,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,2019-01-27,14:55,Ewallet,9.5
389,596-42-3999,B,0,0,1,Normal,Male,Food and beverages,18.22,7,6.377,133.917,2019-03-10,14:04,Credit card,6.6
390,541-89-9860,C,0,1,0,Member,Female,Fashion accessories,80.48,3,12.072,253.512,2019-02-15,12:31,Cash,8.1
391,173-82-9529,B,0,0,1,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,2019-01-26,14:51,Cash,9.7
392,563-36-9814,A,1,0,0,Member,Male,Electronic accessories,76.82,1,3.841,80.661,2019-02-13,18:27,Ewallet,7.2
393,308-47-4913,A,1,0,0,Member,Female,Sports and travel,52.26,10,26.13,548.73,2019-03-09,12:45,Credit card,6.2
394,885-17-6250,A,1,0,0,Normal,Female,Health and beauty,79.74,1,3.987,83.727,2019-03-06,10:36,Ewallet,7.3
395,726-27-2396,A,1,0,0,Normal,Female,Health and beauty,77.5,5,19.375,406.875,2019-01-24,20:36,Ewallet,4.3
396,316-01-3952,A,1,0,0,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,2019-03-13,14:16,Ewallet,4.6
397,760-54-1821,B,0,0,1,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,2019-03-15,10:26,Cash,5.8
398,793-10-3222,B,0,0,1,Member,Female,Health and beauty,41.06,6,12.318,258.678,2019-03-05,13:30,Credit card,8.3
399,346-12-3257,B,0,0,1,Member,Male,Electronic accessories,19.24,9,8.658,181.818,2019-03-04,16:28,Cash,8.0
400,110-05-6330,C,0,1,0,Normal,Female,Food and beverages,39.43,6,11.829,248.409,2019-03-25,20:18,Credit card,9.4
401,651-61-0874,C,0,1,0,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,2019-03-12,20:04,Credit card,6.2
402,236-86-3015,C,0,1,0,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,2019-02-04,13:38,Ewallet,9.8
403,831-64-0259,B,0,0,1,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,2019-02-22,10:43,Ewallet,9.6
404,587-03-7455,C,0,1,0,Member,Female,Fashion accessories,97.79,7,34.2265,718.7565,2019-02-16,17:30,Ewallet,4.9
405,882-40-4577,A,1,0,0,Member,Male,Sports and travel,67.26,4,13.452,282.492,2019-01-19,15:28,Credit card,8.0
406,732-67-5346,A,1,0,0,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,2019-01-11,19:07,Credit card,7.8
407,725-32-9708,B,0,0,1,Member,Female,Fashion accessories,68.71,4,13.742,288.582,2019-01-04,19:01,Cash,4.1
408,256-08-8343,A,1,0,0,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,2019-03-04,19:48,Ewallet,5.5
409,372-26-1506,C,0,1,0,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,2019-01-28,19:24,Ewallet,5.4
410,244-08-0162,B,0,0,1,Normal,Female,Health and beauty,34.21,10,17.105,359.205,2019-01-02,13:00,Cash,5.1
411,569-71-4390,B,0,0,1,Normal,Male,Sports and travel,21.87,2,2.187,45.927,2019-01-25,14:29,Ewallet,6.9
412,132-23-6451,A,1,0,0,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,2019-01-04,13:21,Cash,7.8
413,696-90-2548,A,1,0,0,Normal,Male,Sports and travel,25.84,3,3.876,81.396,2019-03-10,18:55,Ewallet,6.6
414,472-15-9636,A,1,0,0,Normal,Male,Home and lifestyle,50.93,8,20.372,427.812,2019-03-22,19:36,Ewallet,9.2
415,268-03-6164,B,0,0,1,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,2019-01-25,16:28,Ewallet,7.8
416,750-57-9686,C,0,1,0,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,2019-01-08,13:48,Credit card,8.7
417,186-09-3669,C,0,1,0,Member,Female,Health and beauty,81.51,1,4.0755,85.5855,2019-01-22,10:57,Ewallet,9.2
418,848-07-1692,B,0,0,1,Normal,Female,Health and beauty,57.22,2,5.722,120.162,2019-01-12,17:13,Ewallet,8.3
419,745-71-3520,A,1,0,0,Member,Female,Electronic accessories,25.22,7,8.827,185.367,2019-02-04,10:23,Cash,8.2
420,266-76-6436,C,0,1,0,Member,Female,Food and beverages,38.6,3,5.79,121.59,2019-03-28,13:57,Ewallet,7.5
421,740-22-2500,C,0,1,0,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,2019-01-23,13:29,Cash,9.8
423,301-81-8610,B,0,0,1,Member,Male,Fashion accessories,25.42,8,10.168,213.528,2019-03-19,19:42,Credit card,6.7
424,489-64-4354,C,0,1,0,Normal,Male,Fashion accessories,16.28,1,0.814,17.094,2019-03-09,15:36,Cash,5.0
425,198-84-7132,B,0,0,1,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,2019-01-02,13:40,Cash,7.0
426,269-10-8440,A,1,0,0,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,2019-01-21,18:01,Cash,8.9
427,650-98-6268,B,0,0,1,Member,Female,Food and beverages,20.87,3,3.1305,65.7405,2019-03-20,13:53,Credit card,8.0
428,741-73-3559,B,0,0,1,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,2019-02-27,17:27,Cash,6.9
429,325-77-6186,A,1,0,0,Member,Female,Home and lifestyle,90.65,10,45.325,951.825,2019-03-08,10:53,Ewallet,7.3
430,286-75-7818,B,0,0,1,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,2019-01-31,19:48,Credit card,6.9
431,574-57-9721,C,0,1,0,Normal,Male,Food and beverages,43.27,2,4.327,90.867,2019-03-08,16:53,Ewallet,5.7
432,459-50-7686,A,1,0,0,Normal,Female,Electronic accessories,23.46,6,7.038,147.798,2019-01-13,19:14,Ewallet,6.4
433,616-87-0016,B,0,0,1,Normal,Male,Fashion accessories,95.54,7,33.439,702.219,2019-03-09,14:36,Credit card,9.6
434,837-55-7229,B,0,0,1,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,2019-02-22,18:19,Credit card,6.8
435,751-69-0068,C,0,1,0,Normal,Male,Sports and travel,99.24,9,44.658,937.818,2019-03-19,19:09,Ewallet,9.0
436,257-73-1380,C,0,1,0,Member,Male,Sports and travel,82.93,4,16.586,348.306,2019-01-20,16:51,Ewallet,9.6
437,345-08-4992,A,1,0,0,Normal,Male,Home and lifestyle,33.99,6,10.197,214.137,2019-03-08,15:37,Credit card,7.7
438,549-96-4200,C,0,1,0,Member,Male,Food and beverages,17.04,4,3.408,71.568,2019-03-08,20:15,Ewallet,7.0
439,810-60-6344,C,0,1,0,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,2019-02-07,14:38,Credit card,6.5
440,450-28-2866,C,0,1,0,Member,Male,Food and beverages,17.44,5,4.36,91.56,2019-01-15,19:25,Cash,8.1
441,394-30-3170,B,0,0,1,Member,Female,Sports and travel,88.43,8,35.372,742.812,2019-03-22,19:35,Credit card,4.3
442,138-17-5109,A,1,0,0,Member,Female,Home and lifestyle,89.21,9,40.1445,843.0345,2019-01-15,15:42,Credit card,6.5
443,192-98-7397,C,0,1,0,Normal,Male,Fashion accessories,12.78,1,0.639,13.419,2019-01-08,14:11,Ewallet,9.5
444,301-11-9629,A,1,0,0,Normal,Female,Sports and travel,19.1,7,6.685,140.385,2019-01-15,10:43,Cash,9.7
445,390-80-5128,B,0,0,1,Member,Female,Health and beauty,19.15,1,0.9575,20.1075,2019-01-28,17:58,Credit card,9.5
446,235-46-8343,C,0,1,0,Member,Male,Food and beverages,27.66,10,13.83,290.43,2019-02-14,11:26,Credit card,8.9
447,453-12-7053,C,0,1,0,Normal,Male,Fashion accessories,45.74,3,6.861,144.081,2019-03-10,17:38,Credit card,6.5
448,296-11-7041,B,0,0,1,Member,Female,Health and beauty,27.07,1,1.3535,28.4235,2019-01-12,20:07,Credit card,5.3
449,449-27-2918,B,0,0,1,Member,Female,Sports and travel,39.12,1,1.956,41.076,2019-03-26,11:02,Credit card,9.6
450,891-01-7034,B,0,0,1,Normal,Female,Electronic accessories,74.71,6,22.413,470.673,2019-01-01,19:07,Cash,6.7
451,744-09-5786,B,0,0,1,Normal,Male,Electronic accessories,22.01,6,6.603,138.663,2019-01-02,18:50,Cash,7.6
452,727-17-0390,A,1,0,0,Normal,Female,Food and beverages,63.61,5,15.9025,333.9525,2019-03-16,12:43,Ewallet,4.8
453,568-88-3448,A,1,0,0,Normal,Male,Health and beauty,25.0,1,1.25,26.25,2019-03-03,15:09,Ewallet,5.5
454,187-83-5490,A,1,0,0,Member,Male,Electronic accessories,20.77,4,4.154,87.234,2019-01-31,13:47,Cash,4.7
455,767-54-1907,B,0,0,1,Member,Female,Fashion accessories,29.56,5,7.39,155.19,2019-02-13,16:59,Cash,6.9
456,710-46-4433,B,0,0,1,Member,Female,Food and beverages,77.4,9,34.83,731.43,2019-02-15,14:15,Credit card,4.5
457,533-33-5337,B,0,0,1,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,2019-02-07,20:24,Cash,6.2
458,325-90-8763,C,0,1,0,Member,Female,Electronic accessories,46.57,10,23.285,488.985,2019-01-27,13:58,Cash,7.6
459,729-46-7422,C,0,1,0,Normal,Male,Food and beverages,35.89,1,1.7945,37.6845,2019-02-23,16:52,Credit card,7.9
460,639-76-1242,C,0,1,0,Normal,Male,Food and beverages,40.52,5,10.13,212.73,2019-02-03,15:19,Cash,4.5
461,234-03-4040,B,0,0,1,Member,Female,Food and beverages,73.05,10,36.525,767.025,2019-03-03,12:25,Credit card,8.7
